Date,Product,Region,Unit_Price,Discount_Percent,Marketing_Spend,Units_Sold,Revenue
2024-03-01,Smartwatch,East,335.82,20,15401.96,1449,486600.54
2025-03-01,Camera,South,193.77,20,24448.52,3234,626643.74
2023-01-01,Laptop,East,272.2,5,17616.77,309,84108.95
2021-08-01,Speaker,North,1243.03,0,34705.4,1332,1655713.34
2023-04-01,Headphones,East,612.22,10,19979.64,860,526505.84
2022-11-01,Mobile,West,310.29,20,25153.36,290,89985.5
2025-09-01,Headphones,South,358.98,5,29291.33,1245,446928.37
2023-02-01,Tablet,Central,1239.26,20,4060.83,404,500659.61
2022-06-01,Speaker,North,1182.85,15,29100.4,2421,2863690.6
2022-04-01,Camera,Central,1183.62,30,25127.83,1570,1858286.89
2023-07-01,Tablet,North,388.69,10,3039.62,90,34981.98
2022-06-01,Mobile,South,1160.77,20,11595.04,1445,1677306.52
2022-03-01,Headphones,North,1103.35,25,22515.91,2445,2697699.34
2024-01-01,Tablet,Central,1279.81,0,5131.87,799,1022568.64
2025-09-01,Laptop,West,1361.78,0,21923.54,263,358148.65
2025-01-01,Camera,North,1050.52,20,26145.87,1780,1869928.72
2022-07-01,Headphones,Central,1177.61,25,31725.59,1321,1555622.24
2021-01-01,Smartwatch,West,674.18,5,5346.53,157,105846.7
2025-02-01,Camera,Central,1126.26,10,25598.81,1142,1286183.75
2021-12-01,Headphones,Central,1235.76,0,39831.89,861,1063985.81
2022-03-01,Mobile,West,303.37,0,12055.91,331,100415.43
2023-10-01,Headphones,East,574.94,0,34083.53,483,277694.6
2022-01-01,Smartwatch,East,328.32,15,14648.83,891,292532.82
2021-11-01,Tablet,North,364.72,0,9279.65,133,48508.36
2025-04-01,Smartwatch,South,1491.1,40,6818.9,496,739584.28
2025-01-01,Mobile,North,1245.84,5,10113.38,297,370014.79
2024-05-01,Headphones,South,364.62,25,26309.45,2930,1068332.2
2024-11-01,Speaker,West,426.43,0,38440.8,500,213215.65
2022-06-01,Smartwatch,North,1138.2,20,7166.22,930,1058527.1
2025-04-01,Camera,Central,1199.65,0,28003.01,1269,1522351.37
2023-12-01,Tablet,South,1417.16,5,17929.08,590,836126.38
2024-11-01,Smartwatch,East,322.62,30,17823.49,1095,353272.18
2021-01-01,Laptop,West,1360.56,25,13200.16,775,1054432.14
2022-04-01,Laptop,Central,1385.12,15,18830.3,1731,2397641.76
2024-05-01,Speaker,West,500.43,15,16501.54,573,286748.71
2022-10-01,Tablet,North,399.86,25,10874.54,268,107162.98
2022-05-01,Mobile,North,1148.58,10,12886.54,789,906228.17
2024-01-01,Laptop,North,772.02,30,14786.16,1207,931831.87
2022-09-01,Smartwatch,East,340.17,5,10204.28,375,127564.4
2024-12-01,Tablet,North,379.03,25,10820.83,224,84901.64
2023-08-01,Laptop,Central,1359.01,15,14319.96,807,1096717.46
2021-11-01,Tablet,South,1585.83,20,32589.76,548,869033.03
2021-06-01,Smartwatch,South,1516.91,20,7994.43,427,647719.86
2025-03-01,Speaker,South,296.3,15,7807.15,872,258373.16
2021-12-01,Speaker,Central,162.73,0,30338.01,1094,178026.52
2023-10-01,Speaker,West,465.07,30,25370.32,501,233000.95
2021-11-01,Smartwatch,West,661.23,0,16878.37,407,269118.95
2021-10-01,Mobile,Central,277.65,0,30381.33,595,165199.37
2024-09-01,Laptop,North,824.99,15,15325.19,867,715265.29
2023-10-01,Smartwatch,West,625.56,5,17320.79,287,179536.38
2021-06-01,Laptop,South,1270.31,25,22815.97,2455,3118617.77
2022-02-01,Smartwatch,South,1282.1,20,6747.79,538,689770.22
2024-01-01,Camera,North,994.2,15,15662.21,1266,1258659.78
2022-04-01,Tablet,West,1162.45,5,7477.75,1089,1265904.08
2021-06-01,Laptop,West,1274.2,15,27076.5,1335,1701052.89
2023-07-01,Speaker,North,1382.98,0,27185.18,1292,1786804.98
2025-05-01,Headphones,North,1121.7,15,32606.08,2547,2856970.59
2022-05-01,Tablet,Central,1213.2,15,3964.96,865,1049414.22
2023-05-01,Laptop,West,1365.14,0,24693.04,905,1235454.76
2023-09-01,Laptop,Central,1260.38,15,23317.64,1006,1267941.64
2025-07-01,Camera,West,1444.63,10,20062.47,1255,1813006.14
2022-11-01,Tablet,North,332.92,40,6622.52,195,64919.7
2025-04-01,Smartwatch,North,1284.39,20,6291.01,931,1195770.66
2025-06-01,Tablet,Central,1109.73,0,3215.99,548,608131.99
2024-12-01,Mobile,East,211.21,25,11106.48,567,119754.87
2023-07-01,Headphones,East,536.18,20,22564.56,980,525458.73
2023-07-01,Smartwatch,West,746.91,15,9448.53,391,292042.46
2023-09-01,Tablet,Central,1219.14,5,3503.65,80,97530.83
2025-03-01,Smartwatch,Central,518.37,10,14170.26,1389,720020.22
2022-06-01,Speaker,Central,161.86,20,19606.16,1479,239394.55
2022-08-01,Camera,North,1063.0,20,27327.24,1416,1505208.75
2025-03-01,Tablet,North,370.29,20,3434.43,208,77020.04
2021-10-01,Tablet,West,1182.46,15,24312.6,699,826536.53
2025-06-01,Tablet,East,203.13,5,23719.92,812,164941.88
2022-06-01,Laptop,West,1322.88,5,27232.45,1013,1340074.13
2025-03-01,Smartwatch,South,1467.05,20,7004.67,324,475325.06
2021-02-01,Smartwatch,South,1448.6,15,6304.54,295,427336.54
2023-11-01,Smartwatch,West,754.47,25,17946.52,385,290469.63
2023-12-01,Speaker,North,1265.72,15,52822.36,1693,2142868.18
2023-01-01,Camera,North,928.85,25,18343.05,1775,1648715.89
2025-05-01,Camera,Central,1179.39,0,23086.13,935,1102733.77
2021-11-01,Headphones,West,959.05,15,46414.05,1340,1285126.89
2022-06-01,Tablet,Central,1295.93,20,3000.15,567,734793.12
2021-04-01,Laptop,West,1213.74,25,18958.91,1230,1492901.1
2023-05-01,Mobile,East,193.88,10,8342.57,741,143662.21
2021-04-01,Headphones,Central,1105.53,15,26067.5,1453,1606336.52
2024-06-01,Laptop,West,1224.56,25,15377.43,947,1159658.23
2024-03-01,Laptop,Central,1254.46,5,17215.13,1638,2054801.02
2024-10-01,Smartwatch,North,1298.78,25,11070.34,629,816932.91
2022-01-01,Speaker,North,1265.88,25,18411.93,1401,1773492.88
2021-11-01,Camera,North,1051.8,10,47639.47,1242,1306330.47
2024-05-01,Headphones,Central,1291.87,25,26758.29,1329,1716890.08
2024-08-01,Smartwatch,South,1388.61,30,9171.1,402,558221.52
2025-06-01,Laptop,Central,1237.23,15,11640.36,1501,1857079.2
2022-10-01,Laptop,South,1336.55,0,18198.49,359,479820.42
2023-03-01,Mobile,South,1103.75,0,14541.89,1504,1660042.11
2021-11-01,Smartwatch,Central,513.33,20,19031.34,999,512818.63
2025-05-01,Mobile,West,288.21,0,12944.25,338,97415.61
2023-10-01,Speaker,South,294.18,30,11553.04,981,288586.71
2024-10-01,Camera,Central,1148.4,30,58774.0,1066,1224198.11
2024-11-01,Tablet,North,369.65,15,5181.36,140,51750.77
2021-05-01,Headphones,East,549.49,30,28141.79,1724,947325.05
2022-11-01,Laptop,East,236.88,30,40358.69,516,122232.54
2024-01-01,Speaker,East,1214.76,10,9471.58,921,1118793.97
2021-07-01,Headphones,North,987.38,10,17419.96,1692,1670644.63
2024-01-01,Speaker,Central,156.23,25,15620.12,1314,205289.15
2023-05-01,Headphones,East,533.54,10,15445.34,1008,537811.71
2025-07-01,Laptop,South,1375.54,10,13621.52,950,1306762.09
2025-01-01,Tablet,South,1526.64,0,14818.9,547,835074.62
2023-05-01,Smartwatch,West,624.65,10,7555.37,483,301704.97
2022-10-01,Laptop,Central,1315.32,5,17775.08,943,1240342.69
2025-01-01,Speaker,South,315.27,5,5197.43,561,176866.29
2021-07-01,Mobile,East,194.88,0,11164.41,593,115560.9
2022-05-01,Smartwatch,South,1540.62,0,4811.1,167,257284.21
2021-07-01,Camera,North,899.11,5,26128.28,1792,1611201.97
2025-09-01,Tablet,West,1004.29,0,7506.43,527,529263.0
2021-05-01,Camera,Central,1240.18,0,22436.42,924,1145928.58
2022-09-01,Laptop,South,1399.66,15,11025.47,674,943370.11
2021-08-01,Smartwatch,South,1365.9,20,6851.8,240,327816.98
2022-12-01,Camera,North,1033.36,20,38289.69,1665,1720543.21
2022-03-01,Camera,South,204.37,30,14002.98,2661,543835.57
2021-07-01,Camera,East,205.81,20,25443.55,2118,435910.88
2025-06-01,Camera,Central,1167.02,10,32565.51,1151,1343234.98
2021-10-01,Speaker,North,1428.14,0,41022.59,694,991126.65
2022-01-01,Laptop,West,1232.85,20,24496.06,1191,1468321.09
2021-04-01,Speaker,East,1220.06,5,9677.52,1231,1501889.27
2021-08-01,Laptop,Central,1296.53,0,11645.27,559,724758.5
2023-03-01,Camera,South,198.73,0,18761.57,2030,403415.19
2021-04-01,Smartwatch,East,319.33,30,11465.57,1370,437485.54
2022-02-01,Speaker,Central,166.14,40,18673.02,1962,325974.33
2025-04-01,Tablet,South,1512.47,20,23337.92,1120,1693963.82
2025-01-01,Camera,West,1560.15,30,30867.85,1848,2883154.81
2024-01-01,Speaker,South,349.54,25,3967.75,267,93326.93
2023-04-01,Speaker,South,293.99,5,5015.41,555,163161.7
2025-04-01,Mobile,Central,269.52,0,22385.64,1366,368170.52
2024-09-01,Camera,North,976.01,15,16464.81,814,794474.87
2023-04-01,Camera,Central,1248.19,25,17625.62,1176,1467873.45
2022-12-01,Tablet,East,199.89,20,27328.16,724,144721.07
2022-07-01,Tablet,North,382.03,15,4480.77,126,48135.95
2025-09-01,Speaker,South,307.78,15,7228.43,652,200671.05
2022-12-01,Smartwatch,West,750.35,0,9683.2,210,157574.02
2021-09-01,Smartwatch,East,359.63,0,10068.88,371,133423.63
2022-02-01,Mobile,South,1090.65,0,13945.57,1246,1358954.39
2023-03-01,Tablet,South,1402.27,20,16428.99,951,1333554.23
2023-01-01,Tablet,East,206.17,0,22030.09,524,108032.5
2023-10-01,Camera,Central,1094.72,15,57720.06,948,1037797.11
2021-11-01,Mobile,East,210.6,30,16583.44,666,140262.28
2022-05-01,Laptop,East,261.08,0,16910.33,445,116182.27
2024-04-01,Speaker,East,1283.38,0,12769.23,1307,1677379.49
2021-06-01,Camera,South,224.52,5,23749.4,1964,440948.52
2022-03-01,Tablet,North,398.78,5,4555.15,140,55829.59
2022-12-01,Speaker,Central,153.23,0,21857.9,811,124273.1
2024-11-01,Speaker,East,1450.48,0,20457.07,523,758600.01
2023-12-01,Camera,Central,1246.96,0,50186.77,783,976369.68
2021-07-01,Smartwatch,West,636.18,40,7315.63,498,316819.42
2024-03-01,Mobile,Central,261.85,15,20350.59,1506,394339.02
2023-08-01,Speaker,South,310.66,10,7373.1,746,231754.87
2024-07-01,Tablet,North,384.87,10,4313.66,145,55805.97
2025-04-01,Speaker,East,1269.24,0,7712.05,717,910048.07
2022-12-01,Smartwatch,East,330.87,10,26544.06,871,288184.14
2022-01-01,Mobile,Central,280.42,15,25414.92,1282,359503.21
2021-10-01,Smartwatch,Central,503.64,30,15228.86,1015,511197.33
2022-03-01,Tablet,West,1061.62,10,10023.08,1523,1616840.38
2022-09-01,Mobile,South,1283.41,10,10323.46,547,702024.61
2021-09-01,Tablet,South,1467.96,15,21785.14,510,748661.81
2025-02-01,Camera,South,192.03,40,18109.71,3043,584361.61
2024-11-01,Mobile,West,283.22,25,21330.94,430,121785.16
2023-05-01,Speaker,North,1381.73,20,28178.28,2114,2920987.54
2025-09-01,Camera,Central,1193.01,0,21083.51,276,329269.54
2022-06-01,Laptop,Central,1311.7,15,21175.85,1994,2615529.9
2025-02-01,Speaker,South,303.2,20,7965.76,867,262876.69
2023-06-01,Mobile,South,1084.21,25,7645.66,1133,1228412.43
2022-10-01,Tablet,South,1399.78,10,39663.49,502,702687.07
2023-03-01,Tablet,East,221.72,10,21506.94,941,208638.63
2024-06-01,Headphones,Central,1247.61,25,31011.32,1307,1630627.8
2025-01-01,Speaker,West,467.53,25,13250.22,557,260412.19
2021-07-01,Smartwatch,South,1342.95,15,8350.48,377,506293.13
2021-01-01,Camera,North,931.39,20,22487.35,1998,1860907.66
2025-07-01,Tablet,South,1427.25,30,17264.17,668,953403.33
2021-05-01,Speaker,South,320.72,10,4999.39,824,264272.51
2023-04-01,Headphones,West,956.84,0,19474.07,1371,1311826.69
2022-01-01,Headphones,Central,1325.21,20,19310.07,753,997880.27
2021-11-01,Mobile,West,269.91,15,18961.67,324,87452.23
2024-06-01,Headphones,South,434.94,0,30051.17,1446,628921.53
2023-10-01,Tablet,East,221.53,10,32369.18,508,112539.39
2025-09-01,Laptop,Central,1237.22,20,14760.73,1025,1268151.23
2022-11-01,Camera,Central,1197.27,10,38853.61,590,706390.41
2023-04-01,Headphones,South,365.35,0,19242.52,1600,584552.63
2024-09-01,Mobile,North,1255.48,30,10376.87,402,504704.87
2022-06-01,Tablet,North,365.3,10,6315.93,184,67215.72
2024-05-01,Laptop,North,846.75,0,15654.69,1178,997472.19
2022-10-01,Headphones,South,388.02,20,54308.08,1903,738398.57
2021-06-01,Camera,East,218.67,0,27722.31,1887,412621.53
2023-03-01,Smartwatch,North,1276.66,0,8714.56,587,749396.63
2022-09-01,Headphones,East,617.39,0,29882.83,472,291406.06
2022-08-01,Camera,West,1322.5,5,24029.92,1192,1576416.05
2021-11-01,Mobile,South,1210.58,15,14747.51,819,991461.53
2024-03-01,Tablet,West,1004.95,25,9593.68,1929,1938558.01
2021-10-01,Tablet,East,219.5,15,35450.13,397,87143.35
2021-10-01,Camera,Central,1213.57,10,53851.82,671,814302.3
2021-04-01,Camera,East,205.22,10,20053.84,2077,426239.0
2021-09-01,Headphones,South,368.44,10,13837.81,682,251277.73
2022-07-01,Camera,Central,1169.75,0,23557.42,692,809470.23
2023-05-01,Camera,West,1554.91,20,17337.57,1441,2240628.77
2021-12-01,Headphones,West,1125.72,20,22159.0,1084,1220284.59
2024-04-01,Headphones,North,1011.14,20,26475.84,2793,2824124.95
2022-04-01,Smartwatch,North,1293.59,5,7841.56,834,1078858.12
2023-10-01,Headphones,West,986.46,15,31606.55,945,932209.15
2022-03-01,Speaker,West,421.56,10,23248.54,914,385306.88
2024-11-01,Mobile,North,1217.21,20,15498.84,408,496622.59
2024-06-01,Headphones,East,544.63,0,18247.37,724,394309.97
2021-06-01,Headphones,South,416.35,0,20896.3,1237,515025.24
2021-12-01,Smartwatch,Central,494.14,15,23603.58,1398,690812.19
2022-03-01,Speaker,North,1260.8,20,19436.88,1907,2404341.27
2025-06-01,Speaker,South,317.87,15,3833.11,649,206295.51
2023-08-01,Laptop,West,1328.19,15,24344.36,734,974894.27
2022-11-01,Camera,North,996.51,15,47371.2,1414,1409066.53
2021-12-01,Mobile,Central,244.2,20,31192.88,1337,326493.73
2021-11-01,Smartwatch,North,1238.54,10,8331.47,423,523901.14
2024-08-01,Speaker,North,1260.44,20,37968.11,1843,2322984.57
2024-02-01,Headphones,West,974.68,25,20304.35,1792,1746627.71
2022-08-01,Tablet,East,209.27,15,15621.51,510,106727.45
2025-08-01,Laptop,North,743.85,40,9316.32,1145,851706.95
2022-10-01,Tablet,East,203.14,0,17213.72,379,76988.56
2021-04-01,Camera,South,222.61,0,14537.33,1401,311879.47
2025-01-01,Headphones,South,427.07,10,15041.36,1135,484721.1
2022-09-01,Tablet,East,219.19,20,11430.72,325,71238.0
2024-07-01,Mobile,West,286.19,20,8312.73,257,73551.85
2023-03-01,Headphones,Central,1329.38,25,16022.63,1026,1363943.23
2025-07-01,Mobile,South,1134.37,10,15804.31,1099,1246671.88
2023-12-01,Mobile,South,1147.04,15,12292.05,1113,1276658.04
2025-02-01,Tablet,South,1536.0,5,17961.14,546,838657.56
2024-10-01,Mobile,East,211.1,25,14700.25,516,108928.53
2021-06-01,Headphones,Central,1275.62,0,27087.29,935,1192704.01
2025-06-01,Laptop,South,1426.19,20,10262.38,1160,1654384.73
2023-02-01,Laptop,West,1372.94,20,19699.95,843,1157389.61
2021-07-01,Smartwatch,Central,512.25,20,14066.22,1499,767864.76
2021-01-01,Headphones,Central,1102.08,25,16062.99,981,1081143.44
2025-05-01,Mobile,East,205.33,0,9604.58,637,130793.61
2023-07-01,Smartwatch,South,1330.61,15,5967.68,320,425796.55
2021-07-01,Speaker,East,1431.13,10,10629.25,707,1011806.37
2023-04-01,Smartwatch,Central,468.16,10,6929.3,934,437263.95
2023-06-01,Tablet,North,357.32,20,3796.21,161,57528.71
2023-03-01,Headphones,West,958.23,5,23936.49,1878,1799548.95
2021-06-01,Headphones,North,1041.73,0,16603.53,1137,1184449.69
2025-05-01,Headphones,South,397.97,25,27951.09,3153,1254789.99
2025-02-01,Tablet,West,1086.79,20,10472.24,1490,1619322.79
2025-08-01,Smartwatch,West,640.85,0,8093.87,226,144832.78
2022-02-01,Headphones,West,1044.59,0,30353.32,1734,1811315.81
2022-02-01,Laptop,Central,1299.52,15,15428.46,1293,1680277.17
2024-06-01,Speaker,South,327.83,20,4153.45,537,176042.56
2024-05-01,Tablet,North,368.05,10,3546.54,121,44534.44
2023-10-01,Camera,East,204.06,20,36907.91,1362,277930.44
2021-04-01,Tablet,North,395.48,0,2869.46,123,48644.45
2025-08-01,Laptop,West,1164.84,5,14042.84,300,349453.34
2022-06-01,Mobile,East,205.96,20,10330.88,848,174651.25
2022-11-01,Tablet,South,1466.29,40,19139.57,579,848982.29
2022-05-01,Headphones,West,1105.03,10,33246.5,1651,1824398.04
2022-07-01,Laptop,West,1152.04,10,15983.36,840,967712.96
2022-10-01,Laptop,North,904.64,0,12834.86,643,581683.7
2024-09-01,Headphones,Central,1226.19,20,21371.85,548,671951.65
2023-01-01,Mobile,Central,250.86,10,20005.44,965,242075.94
2024-08-01,Laptop,Central,1269.65,5,19651.08,851,1080470.2
2023-06-01,Speaker,West,415.85,25,16196.31,772,321036.23
2024-08-01,Mobile,North,1229.73,10,12053.31,337,414419.42
2022-10-01,Mobile,North,1311.34,30,15036.69,394,516666.56
2022-11-01,Laptop,South,1308.64,25,20567.6,1321,1728717.17
2021-08-01,Camera,North,956.36,0,14172.8,1029,984090.89
2021-01-01,Smartwatch,South,1442.42,15,8942.76,430,620240.28
2021-12-01,Mobile,North,1237.05,15,21920.16,638,789235.84
2021-03-01,Laptop,Central,1229.83,0,15137.84,1469,1806619.45
2021-12-01,Smartwatch,South,1351.95,20,10987.69,350,473183.92
2021-07-01,Speaker,North,1313.27,15,23159.77,1478,1941020.4
2025-09-01,Speaker,Central,157.36,0,19856.77,777,122267.5
2025-08-01,Speaker,North,1373.14,0,32860.09,1114,1529679.29
2023-01-01,Smartwatch,West,751.25,0,7786.09,337,253171.14
2023-11-01,Tablet,North,398.08,25,10664.77,247,98324.99
2025-05-01,Laptop,North,818.96,30,9036.8,1316,1077748.76
2023-02-01,Camera,West,1557.28,20,14917.24,1314,2046270.7
2024-02-01,Speaker,East,1189.14,15,14179.53,1694,2014400.28
2022-10-01,Speaker,Central,150.33,0,21736.71,356,53518.78
2021-09-01,Headphones,North,1152.38,20,33142.52,1359,1566087.72
2025-02-01,Camera,East,190.55,5,22088.98,1856,353661.05
2022-05-01,Mobile,East,212.37,40,12294.46,1315,279265.84
2024-12-01,Smartwatch,South,1342.88,20,9263.15,411,551925.71
2021-11-01,Speaker,East,1404.24,15,24338.65,983,1380368.67
2024-06-01,Camera,West,1583.16,30,17460.9,1512,2393732.27
2024-03-01,Mobile,East,208.64,15,10560.07,986,205716.22
2022-02-01,Laptop,East,238.68,15,20835.79,540,128888.57
2025-02-01,Tablet,Central,1115.72,0,3960.09,634,707368.49
2021-06-01,Tablet,West,1114.01,5,11116.52,1169,1302278.94
2022-02-01,Mobile,North,1296.9,15,14789.26,565,732749.81
2022-10-01,Mobile,East,214.49,0,18705.27,341,73142.24
2024-03-01,Mobile,South,1128.05,5,9707.01,1015,1144970.58
2021-05-01,Smartwatch,East,362.95,25,8258.06,970,352062.19
2024-04-01,Headphones,West,1117.55,25,15855.09,1556,1738906.62
2023-08-01,Headphones,Central,1273.52,30,26510.41,816,1039195.28
2023-03-01,Speaker,West,421.23,15,17969.09,734,309185.16
2024-06-01,Laptop,Central,1231.6,0,14117.37,1194,1470526.26
2023-04-01,Laptop,North,902.14,25,8502.09,1062,958077.81
2022-02-01,Camera,West,1442.51,0,20929.14,1477,2130582.3
2021-04-01,Tablet,Central,1144.14,10,2518.82,586,670464.34
2022-09-01,Mobile,West,284.51,0,12417.53,141,40115.9
2024-12-01,Camera,North,1023.29,10,29192.45,1447,1480699.26
2023-07-01,Mobile,East,182.61,25,11743.92,902,164709.93
2023-06-01,Speaker,North,1281.15,15,31696.96,2274,2913328.52
2021-03-01,Camera,Central,1227.0,20,15264.2,1095,1343569.0
2021-09-01,Mobile,West,291.59,0,7087.74,115,33532.29
2023-07-01,Tablet,South,1368.4,30,11149.88,598,818304.86
2021-10-01,Headphones,South,395.69,15,54113.76,1535,607391.75
2021-01-01,Laptop,Central,1317.14,0,19423.23,1135,1494955.48
2021-01-01,Camera,East,199.2,25,26894.13,2475,493027.94
2023-05-01,Speaker,West,486.53,20,16656.48,686,333761.04
2023-11-01,Tablet,Central,1170.68,0,7000.03,206,241159.86
2023-05-01,Smartwatch,North,1152.62,20,4666.27,835,962438.59
2024-04-01,Smartwatch,South,1552.0,25,5802.97,385,597519.97
2022-12-01,Smartwatch,Central,481.16,20,14980.71,1377,662560.53
2022-02-01,Smartwatch,Central,529.95,15,10559.84,882,467419.0
2021-09-01,Mobile,East,188.47,20,8811.14,363,68416.28
2025-09-01,Smartwatch,South,1420.61,0,4429.53,138,196044.63
2024-03-01,Headphones,West,1159.24,10,25591.92,1471,1705242.62
2021-09-01,Speaker,West,464.14,15,22730.82,441,204687.82
2023-10-01,Smartwatch,South,1495.0,15,11974.24,320,478398.76
2021-09-01,Headphones,West,1110.04,25,15375.78,618,686003.07
2023-04-01,Camera,South,195.21,20,22513.82,3220,628562.19
2025-05-01,Speaker,Central,163.18,10,14318.37,1159,189121.12
2024-12-01,Speaker,South,321.96,10,8476.13,637,205091.03
2024-11-01,Laptop,East,236.62,10,36724.03,386,91335.21
2025-04-01,Speaker,West,435.85,0,17375.44,766,333864.64
2024-03-01,Smartwatch,South,1474.49,10,6107.56,350,516072.52
2024-03-01,Mobile,North,1129.76,10,8716.01,532,601034.02
2024-11-01,Camera,South,221.0,0,28998.55,1347,297686.66
2022-05-01,Camera,West,1314.63,10,16129.38,1605,2109985.47
2021-08-01,Headphones,North,1120.37,20,16412.4,1302,1458718.82
2025-01-01,Speaker,North,1199.06,15,21146.27,1457,1747023.36
2021-05-01,Tablet,North,331.88,10,5339.41,217,72017.08
